,clean,corrupted,correct_idx,incorrect_idx
776,"Then, James and David had a long argument, and afterwards James said to","Then, Jesse and Alexander had a long argument, and afterwards Joshua said to",6798,39171
867,"Then, Lisa and Kevin were working at the garden. Kevin decided to give a necklace to","Then, Jose and Sarah were working at the garden. Amanda decided to give a necklace to",28556,20445
271,"Then, Christine and Amber were working at the garden. Christine decided to give a computer to","Then, Michelle and Jeffrey were working at the garden. Danielle decided to give a computer to",46664,32026
444,"Then, Kyle and Adam had a lot of fun at the garden. Kyle gave a kiss to","Then, Emily and Thomas had a lot of fun at the garden. Sara gave a kiss to",15037,34166
224,"Then, Erica and Bryan had a long argument, and afterwards Erica said to","Then, Jamie and Jose had a long argument, and afterwards Kelly said to",36353,35757
401,"Then, Eric and Ryan had a lot of fun at the garden. Ryan gave a necklace to","Then, Amber and Jacob had a lot of fun at the garden. Anthony gave a necklace to",16247,24521
416,"Then, Rachel and Paul were thinking about going to the school. Rachel wanted to give a snack to","Then, Allison and Alicia were thinking about going to the school. Brittany wanted to give a snack to",6898,62408
927,"Then, Samantha and Lauren had a lot of fun at the school. Samantha gave a snack to","Then, Brian and Jeffrey had a lot of fun at the school. Andrew gave a snack to",42360,17083
810,"When Joshua and Vanessa got a computer at the station, Joshua decided to give it to","When Kyle and Charles got a computer at the station, Erin decided to give it to",70519,30259
586,"Then, Jesse and Jessica were thinking about going to the station. Jesse wanted to give a drink to","Then, Robert and Rachel were thinking about going to the station. David wanted to give a drink to",32367,8397
76,"Then, Nicholas and James had a lot of fun at the hospital. James gave a snack to","Then, David and Adam had a lot of fun at the hospital. Amber gave a snack to",39696,15037
295,"Then, Erin and Michael had a long argument, and afterwards Erin said to","Then, Brandon and Mary had a long argument, and afterwards Dustin said to",7937,31766
924,"Then, Danielle and Erica had a lot of fun at the restaurant. Danielle gave a ring to","Then, Amy and James had a lot of fun at the restaurant. Sarah gave a ring to",91835,28693
723,"When David and Aaron got a bone at the garden, Aaron decided to give it to","When Kenneth and Steven got a bone at the garden, Robert decided to give it to",6798,23644
720,"Then, Courtney and Mark were thinking about going to the garden. Mark wanted to give a basketball to","Then, Mark and Danielle were thinking about going to the garden. Kelly wanted to give a basketball to",70682,71616
366,"Then, Jonathan and David had a long argument, and afterwards Jonathan said to","Then, Kevin and Gregory had a long argument, and afterwards Jonathan said to",6798,16364
41,"Then, Brittany and Cody had a lot of fun at the house. Cody gave a ring to","Then, Timothy and Jessica had a lot of fun at the house. Scott gave a ring to",88154,32367
736,"Then, Alexander and Amanda had a lot of fun at the house. Amanda gave a necklace to","Then, Allison and Tiffany had a lot of fun at the house. Danielle gave a necklace to",20042,67473
531,"Then, Rebecca and Stephen had a long argument, and afterwards Stephen said to","Then, Amy and Robert had a long argument, and afterwards Allison said to",44457,8397
997,"Then, Tyler and Daniel went to the store. Daniel gave a kiss to","Then, Robert and Mark went to the store. Lindsay gave a kiss to",31220,4389
305,"When Brittany and Jonathan got a drink at the store, Jonathan decided to give it to","When Jeffrey and Stephanie got a drink at the store, Nathan decided to give it to",88154,48143
12,"Then, Brandon and Alexander had a long argument, and afterwards Alexander said to","Then, Lindsay and Andrew had a long argument, and afterwards James said to",31766,13615
829,"Then, Jonathan and Melissa went to the hospital. Jonathan gave a necklace to","Then, Ryan and Amber went to the hospital. Joseph gave a necklace to",47048,13646
308,"Then, Jennifer and Eric had a lot of fun at the hospital. Eric gave a ring to","Then, Amanda and Eric had a lot of fun at the hospital. Danielle gave a ring to",29650,16247
101,"Then, Melissa and Benjamin had a lot of fun at the house. Benjamin gave a drink to","Then, Ashley and Stephanie had a lot of fun at the house. Laura gave a drink to",47048,48143
888,"Then, Christopher and Erica had a long argument, and afterwards Christopher said to","Then, Bryan and Megan had a long argument, and afterwards Ashley said to",91835,36353
549,"Then, Patrick and Brian went to the hospital. Patrick gave a bone to","Then, Stephen and Kelly went to the hospital. Richard gave a bone to",17083,18095
81,"After Mary and Joshua went to the hospital, Mary gave a kiss to","After Jason and Lindsey went to the hospital, Kenneth gave a kiss to",39492,18477
827,"When Christina and Lindsey got a kiss at the hospital, Lindsey decided to give it to","When Jonathan and Kimberly got a kiss at the hospital, Erica decided to give it to",59671,85653
16,"Then, Tiffany and Angela went to the store. Tiffany gave a bone to","Then, Brandon and Jeremy went to the store. Allison gave a bone to",37143,31766
685,"Then, Michelle and Jennifer had a lot of fun at the garden. Jennifer gave a necklace to","Then, Kevin and Jeffrey had a lot of fun at the garden. Kyle gave a necklace to",32026,41007
121,"Then, Michelle and Jessica had a lot of fun at the station. Jessica gave a bone to","Then, Mary and Alicia had a lot of fun at the station. Crystal gave a bone to",32026,78902
211,"Then, Tyler and Sara went to the station. Tyler gave a kiss to","Then, Tyler and Christina went to the station. Travis gave a kiss to",42920,31220
753,"Then, Allison and Amy were working at the restaurant. Amy decided to give a basketball to","Then, Kimberly and Megan were working at the restaurant. Richard decided to give a basketball to",62408,54529
31,"Then, Jamie and Nicholas were working at the station. Jamie decided to give a basketball to","Then, Timothy and David were working at the station. Benjamin decided to give a basketball to",39696,44468
9,"Then, Jason and Christina had a lot of fun at the house. Christina gave a necklace to","Then, Ryan and Stephen had a lot of fun at the house. Nicole gave a necklace to",18477,18095
242,"Then, Angela and Courtney had a long argument, and afterwards Angela said to","Then, Nicole and Kelly had a long argument, and afterwards Christopher said to",70682,44030
287,"When Steven and Jose got a necklace at the garden, Jose decided to give it to","When Andrea and Andrea got a necklace at the garden, Steven decided to give it to",23644,40084
398,"Then, Jennifer and Christina were thinking about going to the station. Jennifer wanted to give a computer to","Then, Mary and Alicia were thinking about going to the station. Sara wanted to give a computer to",59671,10244
164,"Then, Thomas and Shannon were thinking about going to the restaurant. Shannon wanted to give a bone to","Then, Jeremy and Angela were thinking about going to the restaurant. Nathan wanted to give a bone to",11108,37143
904,"When Aaron and Jamie got a computer at the office, Jamie decided to give it to","When Anthony and William got a computer at the office, Alexander decided to give it to",25673,12375
935,"Then, Kimberly and Melissa were thinking about going to the station. Kimberly wanted to give a computer to","Then, Andrea and Anthony were thinking about going to the station. Megan wanted to give a computer to",47048,40084
453,"Then, Kristen and Christina were thinking about going to the hospital. Christina wanted to give a kiss to","Then, Courtney and Kyle were thinking about going to the hospital. Steven wanted to give a kiss to",76114,30259
729,"Then, Lisa and David went to the school. Lisa gave a ring to","Then, Anthony and Samuel went to the school. Travis gave a ring to",6798,20696
573,"Then, Jason and Richard went to the station. Jason gave a necklace to","Then, Jennifer and Heather went to the station. Erica gave a necklace to",11867,29650
816,"Then, Gregory and William were working at the school. Gregory decided to give a kiss to","Then, Michael and Michael were working at the school. William decided to give a kiss to",12375,7937
591,"When Travis and Jeffrey got a basketball at the garden, Travis decided to give it to","When Mary and Charles got a basketball at the garden, Stephen decided to give it to",41007,10244
828,"Then, Kristen and Joseph were thinking about going to the restaurant. Kristen wanted to give a kiss to","Then, Megan and Steven were thinking about going to the restaurant. Alexander wanted to give a kiss to",15115,54529
896,"Then, Charles and Paul had a lot of fun at the hospital. Charles gave a necklace to","Then, Aaron and Ryan had a lot of fun at the hospital. Jason gave a necklace to",6898,25673
881,"Then, Allison and Courtney had a lot of fun at the office. Courtney gave a kiss to","Then, Tiffany and Kelly had a lot of fun at the office. Rebecca gave a kiss to",62408,18661
392,"After Samantha and Andrew went to the hospital, Andrew gave a drink to","After Alexander and Heather went to the hospital, Rachel gave a drink to",62808,46263
